School ID,Name,Address,,,,
83210,"Neerabup Primary, Banksia Grove WA","14 Veridian Drive, WA, BANKSIA GROVE, Australia 6031",,,,
83211,"Trinity Catholic Primary, Erskine Park NSW","61 Bakers Lane, NSW, ERSKINE PARK, Australia 2759",,,,
83212,Burgmann Anglican School (Junior) ACT,"4 The Valley Drive, ACT, GUNGAHLIN, Australia 2912",,,,
83213,"Surveyors Creek Public, Glenmore Park NSW","St Andrews Drive, NSW, GLENMORE PARK, Australia 2745",,,,
83214,"Ampilatwatja School, Alice Springs NT","Private Bag 84, NT, ALICE SPRINGS, Australia 872",,,,
83215,Malvern Valley Primary VIC,"Abbotsford Avenue, VIC, MALVERN EAST, Australia 3145",,,,
83216,"St Peter's Lutheran Primary, Blackwood SA","71 Cumming Street, SA, BLACKWOOD, Australia 5051",,,,
83217,Peter Moyes Anglican Community School WA,"29 Elliston Dr, WA, QUINNS ROCKS, Australia 6030",,,,
83218,"Yarrilee State School, Craignish QLD","Cnr Scrub Hill & Burrum Heads Roads, QLD, CRAIGNISH, Australia 4655",,,,
83219,"Belyuen Primary, Cox Peninsula NT","Belyuen, NT, COX PENINSULA, Australia 822",,,,
83220,Sattler Christian College (T-9) Bees Creek NT,"Lot 3867 Sattler Crescent, NT, BEES CREEK, Australia 822",,,,
83221,"Woolianna Primary, Winnellie NT","Woolianna Rd Daly River via, NT, WINNELLIE, Australia 822",,,,
83222,The Alice Springs Steiner Primary NT,"Lot 2406 Raonesi Road, NT, ALICE SPRINGS, Australia 870",,,,
83223,"Alcoota Primary, Alice Springs NT","Plenty Hwy Via, NT, ALICE SPRINGS, Australia 872",,,,
83224,"Amata Anangu School, Alice Springs SA","Amata Community via, SA, ALICE SPRINGS, Australia 872",,,,
83225,Ngaanyatjarra Lands School Blackstone Community WA,"PMB 99 Via Alice Springs, WA, BLACKSTONE COMMUNITY, Australia 6431",,,,
83226,"Willowra School, Alice Springs NT","Willowra Via, NT, ALICE SPRINGS, Australia 872",,,,
83227,Yirrkala School NT,"Rankine Road, NT, YIRRKALA, Australia 880",,,,
83228,Angurugu Community School NT,"Angurugu Community via, NT, ALYANGULA, Australia 885",,,,
83229,"Milyakburra School, Alyangula NT","Milyakburra Bickerton Island via, NT, ALYANGULA, Australia 885",,,,
83230,Ultimo Public School NSW,"Quarry Street, NSW, ULTIMO, Australia 2007",,,,
83231,Cranbrook (Junior School ) Rose Bay NSW,"6 Kent Road, NSW, ROSE BAY, Australia 2029",,,,
83232,"The French School, Maroubra NSW","758 ANZAC Parade, NSW, MAROUBRA, Australia 2035",,,,
83233,"Cameragal Montessori School, Neutral Bay NSW","Montpellier Street, NSW, NEUTRAL BAY, Australia 2089",,,,
83234,"Barrenjoey Montessori School, North Avalon NSW","2 Tasman Road, NSW, NORTH AVALON, Australia 2107",,,,
83235,"German International School, Terrey Hills NSW","33 Myoora Road, NSW, TERREY HILLS, Australia 2084",,,,
83236,"The Hills Montessori, West Pennant Hills NSW","10 Taylor Street, NSW, WEST PENNANT HILLS, Australia 2125",,,,
83237,"Amity College, Prestons NSW","163 Kurrajong Rd, NSW, PRESTONS, Australia 2170",,,,
83238,"Beaumont Hills Public School, Kellyville NSW","10-30 The Parkway, NSW, KELLYVILLE, Australia 2155",,,,
83239,"St Angela's Primary, Castle Hill NSW","7-13 Victoria Road, NSW, CASTLE HILL, Australia 2154",,,,
83240,Green Valley Islamic College,"264 Wilson Rd, NSW, GREEN VALLEY, Australia 2168",,,,
83241,"St Hurmizd Assyrian Primary, Greenfield Park NSW","5-9 Greenfield Road, NSW, GREENFIELD PARK, Australia 2176",,,,
83242,Como West Public School NSW,"70 Warraba Street, NSW, COMO, Australia 2226",,,,
83243,"Sydney Montessori School, Gymea NSW","99-107 Manchester Road, NSW, GYMEA, Australia 2227",,,,
83244,"Blue Haven Public School, San Remo NSW","37 Colorado Drive, NSW, SAN REMO, Australia 2262",,,,
83245,"St Edward's Primary, Tamworth NSW","78-94 Hillvue Road, NSW, TAMWORTH, Australia 2340",,,,
83246,Booral Public School NSW,"Pacific Highway, NSW, BOORAL, Australia 2425",,,,
83247,"Sherwood Cliffs Christian School, Glenreagh NSW","1756 Sherwood Creek Road, NSW, GLENREAGH, Australia 2450",,,,
83248,"Richmond Christian College, Ballina NSW","7 Gallans Rd, NSW, BALLINA, Australia 2478",,,,
83249,"Emmanuel Anglican College, West Ballina NSW","62 Horizon Drive, NSW, WEST BALLINA, Australia 2478",,,,
83250,Goonellabah Public School NSW,"155 Ballina Road, NSW, GOONELLABAH, Australia 2480",,,,
83251,"Rainbow Ridge School, Lillian Rock NSW","279 Lillian Rock Rd, NSW, LILLIAN ROCK, Australia 2480",,,,
83252,"Hinterland Christian College, Mullumbimby NSW","114 Main Arm Road, NSW, MULLUMBIMBY, Australia 2482",,,,
83253,Sathya Sai School of NSW,"9 Nullum Street, NSW, MURWILLUMBAH, Australia 2484",,,,
83254,"Nazareth Primary School, Shellharbour NSW","3 Glider Avenue, NSW, SHELLHARBOUR CITY, Australia 2529",,,,
83255,Broulee Public School NSW,"21 Cambridge Crescent, NSW, BROULEE, Australia 2537",,,,
83256,"Qibla College, Minto NSW","44-48 Westmoreland Road, NSW, MINTO, Australia 2566",,,,
83257,St Helens Park Public School NSW,"42 Kellerman Drive, NSW, ST HELENS PARK, Australia 2560",,,,
83258,"Canberra Montessori School, Holder ACT","35 Mulley Street, ACT, HOLDER, Australia 2611",,,,
83259,"Blue Gum School, Hackett ACT","114 Maitland Street, ACT, HACKETT, Australia 2602",,,,
83260,"St Thomas Mores Primary School, Campbell ACT","30 White Crescent, ACT, CAMPBELL, Australia 2612",,,,
83261,"Parklea Public School, Glenwood NSW","205 Glenwood Park Drive, NSW, GLENWOOD, Australia 2768",,,,
83262,O'Connell Public School NSW,"15 Blacks Mills Lane, NSW, O'CONNELL, Australia 2795",,,,
83263,Wanniassa Hills Primary ACT,"88 Langdon Avenue, ACT, WANNIASSA, Australia 2903",,,,
83264,"Holy Spirit Primary, Nicholls ACT","Kellaway Avenue, ACT, NICHOLLS, Australia 2913",,,,
83265,Palmerston District Primary ACT,"80 Kosciusko Avenue, ACT, PALMERSTON, Australia 2913",,,,
83266,"Christ the Priest Primary, Caroline Springs VIC","54 Caroline Springs Boulevard, VIC, CAROLINE SPRINGS, Australia 3023",,,,
83267,Ascot Vale Primary VIC,"Bank Street, VIC, ASCOT VALE, Australia 3032",,,,
83268,"Emmaus Catholic Primary, Sydenham VIC","370 Sydenham Road, VIC, SYDENHAM, Australia 3037",,,,
83269,"Sydenham-Hillside Primary, Hillside VIC","Wattle Valley Drive, VIC, HILLSIDE, Australia 3037",,,,
83270,"St Mary's Coptic Orthodox College, Coolaroo VIC","19-35 Thorpdale Ave, VIC, COOLAROO, Australia 3048",,,,
83271,"Princes Hill Primary, Carlton North VIC","Pigdon Street, VIC, CARLTON NORTH, Australia 3054",,,,
83272,"Brunswick South West Primary, Brunswick West VIC","South Daly Street, VIC, BRUNSWICK WEST, Australia 3055",,,,
83273,Antonine College (F-6) Coburg East VIC,"130 Harding Street, VIC, COBURG EAST, Australia 3058",,,,
83274,Roxburgh Park Primary VIC,"Almand Avenue, VIC, ROXBURGH PARK, Australia 3064",,,,
83275,East Preston Islamic College VIC,"55 Tyler Street, VIC, EAST PRESTON, Australia 3072",,,,
83276,"Maharishi School of Enlightenment, Reservoir VIC","2-6 Dundee Street, VIC, RESERVOIR, Australia 3073",,,,
83277,"Streeton Primary, Yallambie VIC","209 Yallambie Road, VIC, YALLAMBIE, Australia 3085",,,,
83278,"Erasmus Primary School, Hawthorn VIC","40 Lisson Grove, VIC, HAWTHORN, Australia 3122",,,,
83279,"Yarralinda Primary, Mooroolbark VIC","4 Birchwood Drive, VIC, MOOROOLBARK, Australia 3138",,,,
83280,"Dandenong Ranges Steiner School, Emerald VIC","11c Duffys Road, VIC, EMERALD, Australia 3782",,,,
83281,Murrumbeena Primary VIC,"10-20 Hobart Road, VIC, MURRUMBEENA, Australia 3163",,,,
83282,Sirius College (Keysborough Campus) VIC,"139 Chapel Rd, VIC, KEYSBOROUGH, Australia 3173",,,,
83283,"Mt Hira College, Keysborough VIC","185 Perry Rd, VIC, KEYSBOROUGH, Australia 3173",,,,
83284,"Wesley College Junior School, Windsor VIC","625 St Kilda Road, VIC, WINDSOR, Australia 3181",,,,
83285,St Michael's Grammar School (Junior) VIC,"8 Marlton Crescent, VIC, ST KILDA, Australia 3182",,,,
83286,"St Anthony's Coptic Orthodox, Frankston Nth VIC","15 Alpina St, VIC, FRANKSTON NORTH, Australia 3200",,,,
83287,"Heatherton Christian College, Clarinda VIC","316-322 Kingston Rd, VIC, CLARINDA, Australia 3169",,,,
83288,Freshwater Creek Steiner School VIC,"52 McIntyres Rd, VIC, FRESHWATER CREEK, Australia 3216",,,,
83289,"St Thomas Primary, Drysdale VIC","Peninsula Drive, VIC, DRYSDALE, Australia 3222",,,,
83290,Hamilton (Gray Street) Primary VIC,"42 Gray Street, VIC, HAMILTON, Australia 3300",,,,
83291,Hamilton North Primary VIC,"34-50 Andrews Street, VIC, HAMILTON, Australia 3300",,,,
83292,"Canadian Lead Primary, Ballarat VIC","301 Otway St South, VIC, BALLARAT EAST, Australia 3350",,,,
83293,"St Patrick's School, Ballarat VIC","119 Drummond St South, VIC, BALLARAT, Australia 3350",,,,
83294,"Buninyong Primary School, Scotsburn VIC","6859 Midland Hwy, VIC, SCOTSBURN, Australia 3352",,,,
83295,Nhill Lutheran Primary VIC,"2 Mackay Street, VIC, NHILL, Australia 3418",,,,
83296,Gisborne Montessori School VIC,"57 Barringo Road, VIC, GISBORNE, Australia 3438",,,,
83297,Bealiba Primary VIC,"Grant St, VIC, BEALIBA, Australia 3475",,,,
83298,Nangiloc Colignan & District Primary School,"Kulkyne Way, VIC, NANGILOC, Australia 3494",,,,
83299,"Mildura Christian College, Irymple VIC","Cnr Karadoc Ave & 17th St, VIC, IRYMPLE, Australia 3498",,,,
83300,Mildura Primary VIC,"San Mateo Avenue, VIC, MILDURA, Australia 3500",,,,
83301,"Victory Christian College, Bendigo VIC","6 Kairn Rd, VIC, BENDIGO, Australia 3550",,,,
83302,Shepparton Christian College VIC,"155 Verney Road, VIC, SHEPPARTON, Australia 3630",,,,
83303,"Christ the King Anglican College, Cobram VIC","40-48 Campbell Rd, VIC, COBRAM, Australia 3644",,,,
83304,Peranbin Primary College (Strathbogie Campus) VIC,"Main St, VIC, STRATHBOGIE, Australia 3666",,,,
83305,Chairo Christian College (Pakenham Campus) VIC,"Bald Hill Rd, VIC, PAKENHAM, Australia 3810",,,,
83306,"St Thomas Aquinas College, Tynong VIC","1 Tynong Rd, VIC, TYNONG, Australia 3813",,,,
83307,"St Paul's Anglican Grammar, Traralgon VIC","46 Cross's Rd, VIC, TRARALGON, Australia 3844",,,,
83308,Bairnsdale Christian Community VIC,"101 Bairnsdale - Dargo Road, VIC, BAIRNSDALE, Australia 3875",,,,
83309,"Eastbourne Primary, Rosebud VIC","13 Allambi Avenue, VIC, ROSEBUD, Australia 3939",,,,
83310,"St Joseph's Primary, Nundah QLD","16 Leslie Street, QLD, NUNDAH, Australia 4012",,,,
83311,Southern Cross Catholic (P-6 MacKillop) QLD,"110 Nottingham Street, QLD, KIPPA RING, Australia 4020",,,,
83312,"St William's Primary, Keperra QLD","67 Dawson Parade, QLD, KEPERRA, Australia 4054",,,,
83313,"Our Lady of the Sacred Heart School, Darra QLD","115 Darra Station Road, QLD, DARRA, Australia 4076",,,,
83314,The Springfield Anglican College QLD,"Springfield College Drive, QLD, SPRINGFIELD, Australia 4300",,,,
83315,Australian International Islamic College QLD,"724 Blunder Rd, QLD, DURACK, Australia 4077",,,,
83316,Algester State School QLD,"19 Endiandra Street, QLD, ALGESTER, Australia 4115",,,,
83317,Queensland School for Travelling Show Children QLD,"405 Montague Rd, QLD, WEST END, Australia 4101",,,,
83318,"Parklands Christian College, Park Ridge QLD","11 Hillcrest Rd, QLD, PARK RIDGE, Australia 4125",,,,
83319,Wynnum West State School QLD,"2036 Wynnum Road, QLD, WYNNUM WEST, Australia 4178",,,,
83320,"St John Vianney's Primary, Manly QLD","15 Oceana Terrace, QLD, MANLY, Australia 4179",,,,
83321,Mt Warren Park State School QLD,"97-125 Mt Warren Boulevard, QLD, MOUNT WARREN PARK, Australia 4207",,,,
83322,"Rivermount College, Yatala QLD","Rivermount Drive, QLD, YATALA, Australia 4207",,,,
83323,"Livingstone Christian College, Ormeau QLD","62 Reedmans Rd, QLD, ORMEAU, Australia 4208",,,,
83324,"Silkwood School, Mt Nathan QLD","39 Shepherds Hill Lane, QLD, MOUNT NATHAN, Australia 4211",,,,
83325,"Queensland Independent College, Merrimac QLD","16-18 Ghilgai Road, QLD, MERRIMAC, Australia 4226",,,,
83326,"Woodcrest State College, Springfield QLD","48 Nev Smith Dr, QLD, SPRINGFIELD, Australia 4300",,,,
83327,Aratula State School QLD,"41 Elizabeth St, QLD, ARATULA, Australia 4309",,,,
83328,Warwick West State School QLD,"17 George Street, QLD, WARWICK, Australia 4370",,,,
83329,Mitchell State School QLD,"105 Cambridge St, QLD, MITCHELL, Australia 4465",,,,
83330,"Living Faith Lutheran Primary, Murrumba Downs QLD","Cnr Brays & Ogg Roads, QLD, MURRUMBA DOWNS, Australia 4503",,,,
83331,"North Lakes State College, Mango Hill QLD","Memorial Drive, QLD, MANGO HILL, Australia 4509",,,,
83332,Caboolture Montessori School QLD,"200 Old Gympie Road, QLD, CABOOLTURE, Australia 4510",,,,
83333,"Montessori International College, Buderim QLD","103 Stringybark/Sippy Downs Road, QLD, BUDERIM, Australia 4556",,,,
83334,"Siena Catholic Primary, Sippy Downs QLD","60 Sippy Downs Drive, QLD, SIPPY DOWNS, Australia 4556",,,,
83335,"Blackall Range Independent School, Kureelpa QLD","551 Mapleton Rd, QLD, KUREELPA, Australia 4560",,,,
83336,Peregian Beach College QLD,"Lot 601 Old Emu Mountain Rd, QLD, PEREGIAN BEACH, Australia 4573",,,,
83337,"Pacific Lutheran College, Birtinya QLD","Creekside Blvd, QLD, BIRTINYA, Australia 4575",,,,
83338,"Lighthouse Christian School, North Rockhampton QLD","480 Norman Rd, QLD, NORTH ROCKHAMPTON, Australia 4701",,,,
83339,"Gulf Christian College, Normanton QLD","Little Brown Street, QLD, NORMANTON, Australia 4890",,,,
83340,Islamic College of South Australia West Croydon SA,"22a Cedar Ave, SA, WEST CROYDON, Australia 5008",,,,
83341,"William Light R-12 School, Plympton SA","21a Errington St, SA, PLYMPTON, Australia 5038",,,,
83342,"Walford Anglican School for Girls, Unley SA","316 Unley Rd, SA, UNLEY, Australia 5061",,,,
83343,Pembroke School (Kings Campus) Kensington Park SA,"342 The Parade, SA, KENSINGTON PARK, Australia 5068",,,,
83344,Nailsworth Primary SA,"2 Balfour Street, SA, NAILSWORTH, Australia 5083",,,,
83345,"Heritage College, Oakden SA","2-10 Heritage Court, SA, OAKDEN, Australia 5086",,,,
83346,"St Martin's Primary, Greenacres SA","76-80 Princes Road, SA, GREENACRES, Australia 5086",,,,
83347,Mawson Lakes Primary SA,"Garden Terrace, SA, MAWSON LAKES, Australia 5095",,,,
83348,Parafield Gardens R-7 School SA,"17-31 Shepherdson Road, SA, PARAFIELD GARDENS, Australia 5107",,,,
83349,Elizabeth East Primary SA,"15 Dolphin Street, SA, ELIZABETH EAST, Australia 5112",,,,
83350,"St Columba College, Andrews Farm SA","42 President Ave, SA, ANDREWS FARM, Australia 5114",,,,
83351,"Our Lady of Hope Primary, Greenwith SA","Cnr Golden Grove Rd & Golden Way, SA, GREENWITH, Australia 5125",,,,
83352,Tatachilla Lutheran College SA,"Tatachilla Rd, SA, TATACHILLA, Australia 5171",,,,
83353,Murraylands Christian R-7 College Murray Bridge SA,"136 Adelaide Road, SA, MURRAY BRIDGE, Australia 5253",,,,
83354,Sunrise Christian Primary (Naracoorte Campus) SA,"72 Caves Road, SA, NARACOORTE, Australia 5271",,,,
83355,Allendale East Area School SA,"Bay Rd, SA, ALLENDALE EAST, Australia 5291",,,,
83356,Jamestown Community School SA,"1 Humphris Terrace, SA, JAMESTOWN, Australia 5491",,,,
83357,Port Broughton Area School SA,"12 East Terrace, SA, PORT BROUGHTON, Australia 5522",,,,
83358,Oak Valley Aboriginal School SA,", SA, OAK VALLEY, Australia 5690",,,,
83359,Yalata Anangu School SA,", SA, YALATA, Australia 5690",,,,
83360,Andamooka Primary SA,", SA, ANDAMOOKA, Australia 5722",,,,
83361,"St Barbara's Primary, Roxby Downs SA","78 Pioneer Drive, SA, ROXBY DOWNS, Australia 5725",,,,
83362,"Blue Gum Montessori School, Bibra Lake WA","11 Hope Road, WA, BIBRA LAKE, Australia 6163",,,,
83363,"Newman College (Marian Campus), Floreat WA","49 Peebles Road, WA, FLOREAT, Australia 6014",,,,
83364,"Takari Primary, Balcatta WA","5 Rickman Street, WA, BALCATTA, Australia 6021",,,,
83365,Yanchep District High School WA,"15 Primary Drive, WA, YANCHEP, Australia 6035",,,,
83366,"Moorditj Noongar Community Primary, Middle Swan WA","Cnr Gray Rd & Eddie Barron Drive, WA, MIDDLE SWAN, Australia 6056",,,,
83367,"West Coast Steiner Primary, Nollamara WA","15 Mayfair Street, WA, NOLLAMARA, Australia 6061",,,,
83368,"Mary MacKillop Community Primary, Ballajura WA","Cassowary Drive, WA, BALLAJURA, Australia 6066",,,,
83369,"Ellenbrook Christian College, Ellenbrook WA","5 Santona Boulevard, WA, ELLENBROOK, Australia 6069",,,,
83370,"St Helena's Primary, Ellenbrook WA","55 Fortesque Place, WA, ELLENBROOK, Australia 6069",,,,
83371,"Divine Mercy College, Yangebup WA","326 Yangebup Rd, WA, YANGEBUP, Australia 6164",,,,
83372,Roleystone Community College WA,"90 Raeburn Rd, WA, ROLEYSTONE, Australia 6111",,,,
83373,"St Emilie's Primary, Canning Vale WA","151 Amherst Road, WA, CANNING VALE, Australia 6155",,,,
83374,"Ranford Primary, Canning Vale WA","10 Orkney Crescent, WA, CANNING VALE, Australia 6155",,,,
83375,"Christ the King Primary, Beaconsfield WA","87 York Street, WA, BEACONSFIELD, Australia 6162",,,,
83376,"Koorana Primary, Warnbro WA","109 Coronata Drive, WA, WARNBRO, Australia 6169",,,,
83377,Waikiki Primary WA,"19 Lonsdale Crescent, WA, WAIKIKI, Australia 6169",,,,
83378,"Endeavour Primary, Port Kennedy WA","38 Endeavour Drive, WA, PORT KENNEDY, Australia 6172",,,,
83379,"Rockingham Lakes Primary, Port Kennedy WA","Laguardia Loop, WA, PORT KENNEDY, Australia 6172",,,,
83380,North Dandalup Primary WA,"South West Highway/Hines Road, WA, NORTH DANDALUP, Australia 6207",,,,
83381,"Riverside Primary, Greenfields WA","1 Minilya Parkway, WA, GREENFIELDS, Australia 6210",,,,
83382,Northcliffe District High School WA,"Zamia St, WA, NORTHCLIFFE, Australia 6262",,,,
83383,Yallingup Steiner School WA,"Cnr Caves & Wildwood Roads, WA, YALLINGUP, Australia 6282",,,,
83384,"Spirit of Play Learning Centre, Denmark WA","Inlet Drive, WA, DENMARK, Australia 6333",,,,
83385,Corrigin District High School WA,"Lynch St, WA, CORRIGIN, Australia 6375",,,,
83386,Southern Cross District High School WA,"28-42 Antares St, WA, SOUTHERN CROSS, Australia 6426",,,,
83387,"St Mary's Primary, Northampton WA","26 Mary Street, WA, NORTHAMPTON, Australia 6535",,,,
83388,Toodyay District High School WA,"Drummond St East, WA, TOODYAY, Australia 6566",,,,
83389,Buntine Primary WA,"2 Douglas Street, WA, BUNTINE, Australia 6613",,,,
83390,Mullewa District High School WA,"58 Jose St, WA, MULLEWA, Australia 6630",,,,
83391,Meekatharra District High School WA,"Savage St, WA, MEEKATHARRA, Australia 6642",,,,
83392,Exmouth District High School WA,"Carpenter St, WA, EXMOUTH, Australia 6707",,,,
83393,"Roebuck Primary, Broome WA","Spoonbill Avenue, WA, BROOME, Australia 6725",,,,
83394,"Nyikina Mangala Community School, Derby WA","Jarlmadangah Burru Aboriginal Community, WA, DERBY, Australia 6728",,,,
83395,"Dawul Remote Community School, Kununurra WA","Doon Doon Station via, WA, KUNUNURRA, Australia 6743",,,,
83396,"Rawa Community School, Newman WA","Punmu Community via, WA, NEWMAN, Australia 6753",,,,
83397,"Wulungarra School, Fitzroy Crossing WA","Kadjina Community Via, WA, FITZROY CROSSING, Australia 6765",,,,
83398,Yakanarra Community School WA,"Yakanarra Community via, WA, FITZROY CROSSING, Australia 6765",,,,
83399,St Michael's Collegiate School (Founders Hall) TAS,"Molle St, TAS, HOBART, Australia 7000",,,,
83400,Ouse District High School TAS,"5800 Lyell Hwy, TAS, OUSE, Australia 7140",,,,
83401,"Punchbowl Primary, Newstead TAS","Punchbowl Road, TAS, NEWSTEAD, Australia 7250",,,,
83402,"Devonport Christian Primary, Don TAS","3-11 Jiloa Way, TAS, DON, Australia 7310",,,,
83403,"Red Rock Christian College, Sunbury VIC","340 Settlement Rd, VIC, SUNBURY, Australia 3429",,,,
83404,"Holy Saviour School, Greenacre NSW","80 Waterloo Road, NSW, GREENACRE, Australia 2190",,,,
83405,Jerrabomberra Public School NSW,"Cnr Firethorn St & Coachwood Avenue, NSW, JERRABOMBERRA, Australia 2619",,,,
83406,Flinders Public School NSW,"Adam Murray Way, NSW, FLINDERS, Australia 2529",,,,
83407,Aspendale Gardens Primary VIC,"Cnr Kearney Drive & Kerr Court, VIC, ASPENDALE GARDENS, Australia 3195",,,,
83408,Geelong College (P-3) Newtown VIC,"Minerva Road, VIC, NEWTOWN, Australia 3220",,,,
83409,Upper Coomera State College QLD,"137 Reserve Road, QLD, UPPER COOMERA, Australia 4209",,,,
83410,"Francis Jordan Primary, Currambine WA","25 Peterborough Drive, WA, CURRAMBINE, Australia 6028",,,,
83411,"Dalmeny Public School, Prestons NSW","Dalmeny Drive, NSW, PRESTONS, Australia 2170",,,,
83412,"Girraween Primary, Howard Springs NT","25 Carruth Road, NT, HOWARD SPRINGS, Australia 835",,,,
83413,"Mary Mackillop Primary, Highfields QLD","75 Highfields Road, QLD, HIGHFIELDS, Australia 4352",,,,
83414,Newington Public School NSW,"49a Newington Drive, NSW, NEWINGTON, Australia 2127",,,,
83415,"Ocean Forest Lutheran College, Dalyellup WA","133 Norton Promenade, WA, DALYELLUP, Australia 6230",,,,
83416,Maylands Peninsula Primary WA,"60 Kelvin Street, WA, MAYLANDS, Australia 6051",,,,
83417,"Harmony Primary, Atwell WA","Aurora Drive, WA, ATWELL, Australia 6164",,,,
83418,Cecil Hills Public School NSW,"Leopold Drive, NSW, CECIL HILLS, Australia 2171",,,,
83419,"Sherwood Ridge Public School, Kellyville NSW","34 Rosebery Road, NSW, KELLYVILLE, Australia 2155",,,,
83420,"Good Shepherd Primary, Amaroo ACT","Burdekin Avenue, ACT, AMAROO, Australia 2914",,,,
83421,"Parkwood Green Primary, Hillside VIC","Community Hub Gourlay Road, VIC, HILLSIDE, Australia 3037",,,,
83422,"Gunbalanya Community School, Winnellie NT","Gunbalanya via, NT, WINNELLIE, Australia 822",,,,
83423,"Maningrida School, Winnellie NT","Maningrida via, NT, WINNELLIE, Australia 822",,,,
83424,"Milingimbi School, Winnellie NT","Milingimbi via, NT, WINNELLIE, Australia 822",,,,
83425,"Watarrka Primary, Alice Springs NT","Ukaka Kings Canyon Via, NT, ALICE SPRINGS, Australia 872",,,,
83426,Yirrkala Homeland School NT,"Galpu Road, NT, YIRRKALA, Australia 881",,,,
83427,Reddam House (Primary) Woollahra NSW,"70-78 Edgecliffe Road, NSW, WOOLLAHRA, Australia 2025",,,,
83428,"Montessori East Primary, Bondi NSW","8 Wellington Street, NSW, BONDI, Australia 2026",,,,
83429,Erskineville Public School NSW,"Malcolm Street, NSW, ERSKINEVILLE, Australia 2043",,,,
83430,"Pittwater House Grammar School, Collaroy NSW","70 South Creek Rd, NSW, COLLAROY, Australia 2097",,,,
83431,"Tyndale Christian School, Blacktown NSW","58 Douglas Rd, NSW, BLACKTOWN, Australia 2148",,,,
83432,"Al Amanah College (K-12), Liverpool NSW","55 Speed Street, NSW, LIVERPOOL, Australia 2170",,,,
83433,"Al Sadiq College (K-2), Yagoona NSW","178 Cooper Road, NSW, YAGOONA, Australia 2199",,,,
83434,"Mackillop Catholic College, Warnervale NSW","91 Sparks Rd, NSW, WARNERVALE, Australia 2259",,,,
83435,Muswellbrook Christian School NSW,"100 Hill Street, NSW, MUSWELLBROOK, Australia 2333",,,,
83436,Bogangar Public School NSW,"Coast Road, NSW, BOGANGAR, Australia 2488",,,,
83437,"Shellharbour Anglican College, Dunmore NSW","1 Piper Road, NSW, DUNMORE, Australia 2529",,,,
83438,"Thomas More Montessori School, Bega NSW","21 Laws Drive, NSW, BEGA, Australia 2550",,,,
83439,Booligal Public School NSW,"Harvey Street, NSW, BOOLIGAL, Australia 2711",,,,
83440,Carrathool Public School NSW,"Glover Street, NSW, CARRATHOOL, Australia 2711",,,,
83441,"Caddies Creek Public School, Glenwood NSW","Cnr Currawong St & Glenwood Park Drive, NSW, GLENWOOD, Australia 2768",,,,
83442,"Holy Family Primary, Emerton NSW","Weber Crescent, NSW, EMERTON, Australia 2770",,,,
83443,"Macquarie Anglican Grammar School, Dubbo NSW","11 Currawong Rd, NSW, DUBBO, Australia 2830",,,,
83444,Tibooburra Public School NSW,"Briscoe St, NSW, TIBOOBURRA, Australia 2880",,,,
83445,"Lumen Christi School, Point Cook VIC","260-298 Point Cook Road, VIC, POINT COOK, Australia 3030",,,,
83446,"Cana Catholic Primary, Hillside VIC","46-60 Banchory Avenue, VIC, HILLSIDE, Australia 3037",,,,
83447,Australian International Academy (Primary) VIC,"653 Sydney Road, VIC, COBURG, Australia 3058",,,,
83448,"St Fidelis' Primary, Coburg VIC","52-64 Saunders Street, VIC, COBURG, Australia 3058",,,,
83449,"Camberwell Boys Grammar School, Canterbury VIC","55 Mont Albert Rd, VIC, CANTERBURY, Australia 3126",,,,
83450,"Minaret College, Springvale VIC","1 Birch St, VIC, SPRINGVALE, Australia 3171",,,,
83451,"Yesodai Hatorah College, Elwood VIC","39 Dickens St, VIC, ELWOOD, Australia 3184",,,,
83452,Adass Israel School (Junior) Elsternwick VIC,"84-86 Orrong Road, VIC, ELSTERNWICK, Australia 3185",,,,
83453,Castlemaine Steiner School VIC,"Cnr Rilens Rd & Pyrenees Highway, VIC, CASTLEMAINE, Australia 3450",,,,
83454,"Two Rivers College, Mildura VIC","Benetook Ave, VIC, MILDURA, Australia 3500",,,,
83455,"Victory Lutheran College, Wodonga VIC","Lot 2 Dragers Rd, VIC, WODONGA, Australia 3690",,,,
83456,Alexandra Primary VIC,"15 Webster Street, VIC, ALEXANDRA, Australia 3714",,,,
83457,"Hillsmeade Primary, Narre Warren South VIC","The Promenade, VIC, NARRE WARREN SOUTH, Australia 3805",,,,
83458,"Benton Junior College, Mornington VIC","Cnr Bentons & Racecourse Roads, VIC, MORNINGTON, Australia 3931",,,,
83459,Southern Cross Catholic (P-6 Frawley) QLD,"299 Scarborough Road, QLD, SCARBOROUGH, Australia 4020",,,,
83460,"St Stephens School, Algester QLD","156 Ridgewood Road, QLD, ALGESTER, Australia 4115",,,,
83461,"Moreton Bay Girls College, Manly West QLD","450 Wondall Rd, QLD, MANLY WEST, Australia 4179",,,,
83462,Westside Christian College (Primary) QLD,"110 Stuart Street, QLD, GOODNA, Australia 4300",,,,
83463,Bymount East State School QLD,"Carnarvon Highway, QLD, BYMOUNT VIA ROMA, Australia 4455",,,,
83464,"St Joseph's Primary, Murgon QLD","32 Angel Avenue, QLD, MURGON, Australia 4605",,,,
83465,Trinity Anglican School (Kewarra Beach Campus) QLD,"Polwood Road, QLD, KEWARRA BEACH, Australia 4879",,,,
